timestamp_utc,bid,ask,spread_usd_oz,spread_pips,market_open
2026-07-14 00:00:04,4002.19,4002.30,0.110,11.0,1
2026-07-14 00:00:09,4001.67,4001.79,0.120,12.0,1
2026-07-14 00:00:14,4001.84,4001.96,0.120,12.0,1
2026-07-14 00:00:19,4000.62,4000.74,0.120,12.0,1
2026-07-14 00:00:24,3999.73,3999.85,0.120,12.0,1
2026-07-14 00:00:29,4000.42,4000.54,0.120,12.0,1
2026-07-14 00:00:34,4001.88,4002.00,0.120,12.0,1
2026-07-14 00:00:39,4002.05,4002.17,0.120,12.0,1
2026-07-14 00:00:44,4001.86,4001.97,0.110,11.0,1
2026-07-14 00:00:49,4001.62,4001.73,0.110,11.0,1
2026-07-14 00:00:54,4001.96,4002.08,0.120,12.0,1
2026-07-14 00:00:59,4003.16,4003.28,0.120,12.0,1
2026-07-14 00:01:04,4002.80,4002.91,0.110,11.0,1
2026-07-14 00:01:09,4003.26,4003.38,0.120,12.0,1
2026-07-14 00:01:14,4003.10,4003.19,0.090,9.0,1
2026-07-14 00:01:19,4003.89,4004.01,0.120,12.0,1
2026-07-14 00:01:24,4004.46,4004.56,0.100,10.0,1
2026-07-14 00:01:29,4004.08,4004.18,0.100,10.0,1
2026-07-14 00:01:39,4002.55,4002.61,0.060,6.0,1
2026-07-14 00:01:44,4002.61,4002.73,0.120,12.0,1
2026-07-14 00:01:49,4001.81,4001.89,0.080,8.0,1
2026-07-14 00:01:54,4001.28,4001.36,0.080,8.0,1
2026-07-14 00:01:59,4001.21,4001.26,0.050,5.0,1
2026-07-14 00:02:04,4000.15,4000.27,0.120,12.0,1
2026-07-14 00:02:09,4000.21,4000.33,0.120,12.0,1
2026-07-14 00:02:14,3999.85,3999.96,0.110,11.0,1
2026-07-14 00:02:19,3998.97,3999.09,0.120,12.0,1
2026-07-14 00:02:24,3998.87,3998.97,0.100,10.0,1
2026-07-14 00:02:29,3997.80,3998.07,0.270,27.0,1
2026-07-14 00:02:34,3997.92,3998.04,0.120,12.0,1
2026-07-14 00:02:39,3998.03,3998.11,0.080,8.0,1
2026-07-14 00:02:44,3997.79,3997.84,0.050,5.0,1
2026-07-14 00:02:49,3997.39,3997.44,0.050,5.0,1
2026-07-14 00:02:54,3996.97,3997.02,0.050,5.0,1
2026-07-14 00:02:59,3996.91,3997.02,0.110,11.0,1
2026-07-14 00:03:04,3997.57,3997.69,0.120,12.0,1
2026-07-14 00:03:09,3998.09,3998.17,0.080,8.0,1
2026-07-14 00:03:14,3998.23,3998.28,0.050,5.0,1
2026-07-14 00:03:19,3997.30,3997.42,0.120,12.0,1
2026-07-14 00:03:24,3997.35,3997.46,0.110,11.0,1
2026-07-14 00:03:29,3997.31,3997.43,0.120,12.0,1
2026-07-14 00:03:34,3997.31,3997.36,0.050,5.0,1
2026-07-14 00:03:39,3997.09,3997.18,0.090,9.0,1
