timestamp_utc,bid,ask,spread_usd_oz,spread_pips,market_open
2026-07-12 21:58:46,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:58:51,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:58:56,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:01,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:06,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:11,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:16,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:21,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:26,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:31,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:36,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:41,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:46,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:51,4119.68,4120.08,0.400,40.0,0
2026-07-12 21:59:56,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:01,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:06,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:11,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:16,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:21,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:26,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:31,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:36,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:41,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:46,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:51,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:00:56,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:01,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:06,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:11,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:16,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:21,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:26,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:31,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:36,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:41,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:46,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:51,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:01:56,4119.68,4120.08,0.400,40.0,0
2026-07-12 22:02:01,4096.46,4096.58,0.120,12.0,1
2026-07-12 22:02:06,4095.77,4095.88,0.110,11.0,1
2026-07-12 22:02:11,4096.68,4096.80,0.120,12.0,1
2026-07-12 22:02:16,4096.33,4096.43,0.100,10.0,1
2026-07-12 22:02:21,4095.88,4095.98,0.100,10.0,1
2026-07-12 22:02:26,4096.81,4096.91,0.100,10.0,1
2026-07-12 22:02:31,4096.00,4096.10,0.100,10.0,1
2026-07-12 22:02:36,4094.20,4094.30,0.100,10.0,1
2026-07-12 22:02:41,4093.94,4094.04,0.100,10.0,1
2026-07-12 22:02:46,4095.35,4095.47,0.120,12.0,1
2026-07-12 22:02:51,4095.59,4095.69,0.100,10.0,1
2026-07-12 22:02:56,4095.67,4095.77,0.100,10.0,1
2026-07-12 22:03:01,4094.19,4094.29,0.100,10.0,1
2026-07-12 22:03:06,4094.04,4094.14,0.100,10.0,1
2026-07-12 22:03:11,4094.47,4094.57,0.100,10.0,1
2026-07-12 22:03:16,4090.63,4090.75,0.120,12.0,1
2026-07-12 22:03:21,4091.90,4092.01,0.110,11.0,1
2026-07-12 22:03:26,4090.76,4090.87,0.110,11.0,1
2026-07-12 22:03:31,4091.07,4091.17,0.100,10.0,1
2026-07-12 22:03:36,4090.77,4090.89,0.120,12.0,1
2026-07-12 22:03:41,4090.56,4090.67,0.110,11.0,1
2026-07-12 22:03:46,4090.61,4090.72,0.110,11.0,1
2026-07-12 22:03:51,4090.66,4090.78,0.120,12.0,1
2026-07-12 22:03:56,4090.79,4090.90,0.110,11.0,1
2026-07-12 22:04:01,4090.16,4090.27,0.110,11.0,1
2026-07-12 22:04:06,4089.91,4090.01,0.100,10.0,1
2026-07-12 22:04:11,4088.06,4088.16,0.100,10.0,1
2026-07-12 22:04:16,4087.57,4087.67,0.100,10.0,1
2026-07-12 22:04:21,4087.90,4088.00,0.100,10.0,1
2026-07-12 22:04:26,4086.61,4086.71,0.100,10.0,1
2026-07-12 22:04:31,4087.67,4087.79,0.120,12.0,1
2026-07-12 22:04:36,4088.22,4088.32,0.100,10.0,1
2026-07-12 22:04:41,4088.54,4088.64,0.100,10.0,1
2026-07-12 22:04:46,4089.20,4089.31,0.110,11.0,1
2026-07-12 22:04:51,4090.77,4090.88,0.110,11.0,1
2026-07-12 22:04:56,4090.71,4090.82,0.110,11.0,1
2026-07-12 22:05:01,4093.45,4093.57,0.120,12.0,1
2026-07-12 22:05:06,4092.54,4092.65,0.110,11.0,1
2026-07-12 22:05:11,4092.86,4092.98,0.120,12.0,1
2026-07-12 22:05:16,4092.00,4092.10,0.100,10.0,1
2026-07-12 22:05:21,4090.54,4090.64,0.100,10.0,1
2026-07-12 22:05:26,4089.76,4089.86,0.100,10.0,1
2026-07-12 22:05:31,4090.01,4090.11,0.100,10.0,1
2026-07-12 22:05:36,4087.25,4087.37,0.120,12.0,1
2026-07-12 22:05:41,4085.40,4085.52,0.120,12.0,1
2026-07-12 22:05:46,4085.72,4085.83,0.110,11.0,1
2026-07-12 22:05:51,4086.60,4086.70,0.100,10.0,1
2026-07-12 22:05:56,4085.92,4086.04,0.120,12.0,1
2026-07-12 22:06:01,4086.20,4086.31,0.110,11.0,1
2026-07-12 22:06:06,4087.70,4087.80,0.100,10.0,1
2026-07-12 22:06:11,4088.56,4088.68,0.120,12.0,1
2026-07-12 22:06:16,4088.70,4088.82,0.120,12.0,1
2026-07-12 22:06:21,4088.17,4088.29,0.120,12.0,1
2026-07-12 22:06:26,4088.45,4088.56,0.110,11.0,1
2026-07-12 22:06:31,4087.85,4087.94,0.090,9.0,1
2026-07-12 22:06:36,4088.26,4088.34,0.080,8.0,1
2026-07-12 22:06:41,4088.67,4088.73,0.060,6.0,1
2026-07-12 22:06:46,4088.59,4088.66,0.070,7.0,1
2026-07-12 22:06:51,4088.78,4088.84,0.060,6.0,1
2026-07-12 22:06:56,4088.85,4088.90,0.050,5.0,1
2026-07-12 22:07:01,4088.84,4088.89,0.050,5.0,1
2026-07-12 22:07:06,4088.75,4088.85,0.100,10.0,1
2026-07-12 22:07:11,4088.92,4089.03,0.110,11.0,1
2026-07-12 22:07:16,4088.95,4089.03,0.080,8.0,1
2026-07-12 22:07:21,4089.90,4089.97,0.070,7.0,1
2026-07-12 22:07:26,4090.88,4090.99,0.110,11.0,1
2026-07-12 22:07:31,4089.46,4089.57,0.110,11.0,1
2026-07-12 22:07:36,4088.72,4088.84,0.120,12.0,1
2026-07-12 22:07:41,4088.96,4089.08,0.120,12.0,1
2026-07-12 22:07:46,4090.52,4090.63,0.110,11.0,1
2026-07-12 22:07:51,4090.69,4090.78,0.090,9.0,1
2026-07-12 22:07:56,4089.42,4089.49,0.070,7.0,1
2026-07-12 22:08:01,4088.44,4088.55,0.110,11.0,1
2026-07-12 22:08:06,4088.26,4088.37,0.110,11.0,1
2026-07-12 22:08:11,4086.88,4086.97,0.090,9.0,1
2026-07-12 22:08:16,4088.61,4088.73,0.120,12.0,1
2026-07-12 22:08:21,4088.76,4088.87,0.110,11.0,1
2026-07-12 22:08:26,4087.74,4087.86,0.120,12.0,1
