timestamp_utc,bid,ask,spread_usd_oz,spread_pips,market_open
2026-07-17 00:00:02,3985.99,3986.11,0.120,12.0,1
2026-07-17 00:00:07,3985.08,3985.20,0.120,12.0,1
2026-07-17 00:00:12,3983.72,3983.84,0.120,12.0,1
2026-07-17 00:00:17,3983.84,3983.96,0.120,12.0,1
2026-07-17 00:00:22,3983.87,3983.97,0.100,10.0,1
2026-07-17 00:00:27,3983.93,3984.03,0.100,10.0,1
2026-07-17 00:00:32,3984.22,3984.34,0.120,12.0,1
2026-07-17 00:00:37,3985.00,3985.12,0.120,12.0,1
2026-07-17 00:00:42,3984.80,3984.92,0.120,12.0,1
2026-07-17 00:00:47,3984.53,3984.64,0.110,11.0,1
2026-07-17 00:00:52,3984.52,3984.61,0.090,9.0,1
2026-07-17 00:00:57,3985.17,3985.27,0.100,10.0,1
2026-07-17 00:01:02,3984.95,3985.06,0.110,11.0,1
2026-07-17 00:01:07,3985.66,3985.75,0.090,9.0,1
2026-07-17 00:01:12,3984.98,3985.09,0.110,11.0,1
2026-07-17 00:01:17,3984.53,3984.63,0.100,10.0,1
2026-07-17 00:01:22,3984.39,3984.47,0.080,8.0,1
2026-07-17 00:01:27,3984.86,3984.93,0.070,7.0,1
2026-07-17 00:01:32,3984.63,3984.68,0.050,5.0,1
2026-07-17 00:01:37,3984.82,3984.87,0.050,5.0,1
2026-07-17 00:01:42,3984.50,3984.62,0.120,12.0,1
2026-07-17 00:01:47,3984.48,3984.59,0.110,11.0,1
2026-07-17 00:01:52,3984.61,3984.69,0.080,8.0,1
2026-07-17 00:01:57,3984.54,3984.60,0.060,6.0,1
2026-07-17 00:02:02,3984.30,3984.39,0.090,9.0,1
2026-07-17 00:02:07,3984.34,3984.41,0.070,7.0,1
2026-07-17 00:02:12,3984.29,3984.35,0.060,6.0,1
2026-07-17 00:02:17,3984.60,3984.72,0.120,12.0,1
2026-07-17 00:02:22,3984.43,3984.55,0.120,12.0,1
2026-07-17 00:02:27,3985.01,3985.11,0.100,10.0,1
2026-07-17 00:02:32,3985.04,3985.12,0.080,8.0,1
2026-07-17 00:02:37,3985.20,3985.26,0.060,6.0,1
2026-07-17 00:02:42,3984.98,3985.03,0.050,5.0,1
2026-07-17 00:02:47,3984.91,3984.97,0.060,6.0,1
2026-07-17 00:02:52,3984.89,3984.94,0.050,5.0,1
2026-07-17 00:02:57,3984.73,3984.85,0.120,12.0,1
2026-07-17 00:03:02,3984.92,3985.02,0.100,10.0,1
2026-07-17 00:03:07,3984.90,3984.98,0.080,8.0,1
2026-07-17 00:03:12,3984.59,3984.67,0.080,8.0,1
2026-07-17 00:03:17,3984.36,3984.47,0.110,11.0,1
2026-07-17 00:03:22,3985.52,3985.64,0.120,12.0,1
2026-07-17 00:03:27,3985.55,3985.67,0.120,12.0,1
2026-07-17 00:03:32,3985.73,3985.84,0.110,11.0,1
2026-07-17 00:03:37,3985.68,3985.79,0.110,11.0,1
2026-07-17 00:03:42,3985.50,3985.60,0.100,10.0,1
2026-07-17 00:03:47,3985.60,3985.69,0.090,9.0,1
2026-07-17 00:03:52,3985.66,3985.72,0.060,6.0,1
2026-07-17 00:03:57,3985.55,3985.64,0.090,9.0,1
2026-07-17 00:04:02,3985.03,3985.09,0.060,6.0,1
2026-07-17 00:04:07,3985.74,3985.86,0.120,12.0,1
2026-07-17 00:04:12,3985.74,3985.86,0.120,12.0,1
2026-07-17 00:04:17,3985.61,3985.71,0.100,10.0,1
2026-07-17 00:04:22,3985.94,3986.06,0.120,12.0,1
2026-07-17 00:04:27,3986.02,3986.08,0.060,6.0,1
2026-07-17 00:04:32,3985.94,3985.99,0.050,5.0,1
2026-07-17 00:04:37,3986.13,3986.25,0.120,12.0,1
2026-07-17 00:04:42,3986.26,3986.38,0.120,12.0,1
2026-07-17 00:04:47,3985.66,3985.78,0.120,12.0,1
2026-07-17 00:04:52,3985.14,3985.24,0.100,10.0,1
2026-07-17 00:04:57,3985.03,3985.09,0.060,6.0,1
2026-07-17 00:05:02,3985.03,3985.08,0.050,5.0,1
2026-07-17 00:05:07,3985.47,3985.59,0.120,12.0,1
2026-07-17 00:05:12,3984.94,3985.06,0.120,12.0,1
2026-07-17 00:05:17,3984.88,3984.96,0.080,8.0,1
2026-07-17 00:05:22,3983.92,3984.03,0.110,11.0,1
2026-07-17 00:05:27,3984.47,3984.59,0.120,12.0,1
2026-07-17 00:05:32,3984.63,3984.75,0.120,12.0,1
2026-07-17 00:05:37,3984.47,3984.55,0.080,8.0,1
2026-07-17 00:05:42,3984.89,3985.01,0.120,12.0,1
2026-07-17 00:05:47,3985.13,3985.22,0.090,9.0,1
2026-07-17 00:05:52,3985.34,3985.39,0.050,5.0,1
2026-07-17 00:05:57,3985.51,3985.56,0.050,5.0,1
2026-07-17 00:06:02,3985.22,3985.32,0.100,10.0,1
2026-07-17 00:06:07,3984.10,3984.22,0.120,12.0,1
2026-07-17 00:06:12,3984.48,3984.60,0.120,12.0,1
2026-07-17 00:06:17,3984.37,3984.43,0.060,6.0,1
2026-07-17 00:06:22,3984.08,3984.13,0.050,5.0,1
2026-07-17 00:06:27,3983.79,3983.84,0.050,5.0,1
2026-07-17 00:06:32,3983.75,3983.80,0.050,5.0,1
2026-07-17 00:06:37,3983.80,3983.85,0.050,5.0,1
2026-07-17 00:06:42,3983.77,3983.88,0.110,11.0,1
2026-07-17 00:06:47,3983.92,3983.97,0.050,5.0,1
2026-07-17 00:06:52,3984.21,3984.26,0.050,5.0,1
2026-07-17 00:06:57,3984.61,3984.73,0.120,12.0,1
2026-07-17 00:07:02,3984.72,3984.84,0.120,12.0,1
2026-07-17 00:07:07,3984.89,3985.01,0.120,12.0,1
2026-07-17 00:07:12,3985.10,3985.22,0.120,12.0,1
2026-07-17 00:07:17,3984.97,3985.03,0.060,6.0,1
2026-07-17 00:07:22,3985.26,3985.31,0.050,5.0,1
2026-07-17 00:07:27,3985.22,3985.27,0.050,5.0,1
2026-07-17 00:07:32,3985.61,3985.66,0.050,5.0,1
2026-07-17 00:07:37,3984.89,3985.01,0.120,12.0,1
2026-07-17 00:07:42,3984.39,3984.48,0.090,9.0,1
2026-07-17 00:07:47,3984.66,3984.73,0.070,7.0,1
2026-07-17 00:07:52,3984.95,3985.07,0.120,12.0,1
2026-07-17 00:07:57,3984.67,3984.79,0.120,12.0,1
2026-07-17 00:08:02,3985.07,3985.17,0.100,10.0,1
2026-07-17 00:08:07,3985.38,3985.43,0.050,5.0,1
2026-07-17 00:08:12,3985.64,3985.70,0.060,6.0,1
2026-07-17 00:08:17,3985.74,3985.79,0.050,5.0,1
2026-07-17 00:08:22,3985.50,3985.55,0.050,5.0,1
2026-07-17 00:08:27,3985.53,3985.58,0.050,5.0,1
2026-07-17 00:08:32,3985.80,3985.85,0.050,5.0,1
2026-07-17 00:08:37,3986.38,3986.46,0.080,8.0,1
2026-07-17 00:08:42,3986.22,3986.34,0.120,12.0,1
2026-07-17 00:08:47,3987.30,3987.42,0.120,12.0,1
2026-07-17 00:08:52,3987.24,3987.34,0.100,10.0,1
2026-07-17 00:08:57,3987.03,3987.09,0.060,6.0,1
2026-07-17 00:09:02,3986.72,3986.80,0.080,8.0,1
2026-07-17 00:09:07,3986.54,3986.59,0.050,5.0,1
2026-07-17 00:09:12,3986.41,3986.46,0.050,5.0,1
2026-07-17 00:09:17,3986.38,3986.43,0.050,5.0,1
2026-07-17 00:09:22,3985.96,3986.02,0.060,6.0,1
