timestamp_utc,datetime_utc,open,high,low,close,ema8,ema21
1783418520,2026-07-07 10:02:00,4132.12,4132.4,4131.44,4132.4,4131.7294,4130.5645
1783418580,2026-07-07 10:03:00,4132.32,4133.58,4132.29,4132.75,4131.9562,4130.7632
1783418640,2026-07-07 10:04:00,4132.74,4133.07,4132.41,4132.48,4132.0726,4130.9193
1783418700,2026-07-07 10:05:00,4132.51,4133.21,4132.12,4132.48,4132.1631,4131.0611
1783418760,2026-07-07 10:06:00,4132.4,4133.27,4132.34,4132.37,4132.2091,4131.1801
1783418820,2026-07-07 10:07:00,4132.37,4133.98,4132.37,4133.42,4132.4782,4131.3838
1783418880,2026-07-07 10:08:00,4133.43,4134.05,4133,4133,4132.5941,4131.5307
1783418940,2026-07-07 10:09:00,4132.99,4133.65,4132.68,4133.64,4132.8266,4131.7224
1783419000,2026-07-07 10:10:00,4133.65,4133.87,4133.06,4133.26,4132.9229,4131.8622
1783419060,2026-07-07 10:11:00,4133.17,4133.4,4132.64,4133.18,4132.9800,4131.9820
1783419120,2026-07-07 10:12:00,4133.21,4133.23,4132.46,4132.93,4132.9689,4132.0682
1783419180,2026-07-07 10:13:00,4132.97,4134.84,4132.93,4134.43,4133.2936,4132.2829
1783419240,2026-07-07 10:14:00,4134.61,4135.07,4132.34,4132.52,4133.1217,4132.3045
1783419300,2026-07-07 10:15:00,4132.54,4133.41,4132.11,4133.24,4133.1480,4132.3895
1783419360,2026-07-07 10:16:00,4133.21,4133.77,4132.85,4133.71,4133.2729,4132.5096
1783419420,2026-07-07 10:17:00,4133.72,4134.94,4133.49,4134.92,4133.6389,4132.7287
1783419480,2026-07-07 10:18:00,4134.99,4136.79,4134.88,4136.7,4134.3191,4133.0897
1783419540,2026-07-07 10:19:00,4136.6,4136.63,4135.97,4136.42,4134.7860,4133.3925
1783419600,2026-07-07 10:20:00,4136.45,4136.94,4135.45,4136.16,4135.0913,4133.6441
1783419660,2026-07-07 10:21:00,4136.13,4136.45,4135.73,4136.23,4135.3444,4133.8791
1783419720,2026-07-07 10:22:00,4136.25,4136.45,4135.46,4136.45,4135.5901,4134.1129
1783419780,2026-07-07 10:23:00,4136.46,4136.54,4134.67,4135.19,4135.5012,4134.2108
1783419840,2026-07-07 10:24:00,4135.18,4137.25,4135.18,4137.25,4135.8898,4134.4871
1783419900,2026-07-07 10:25:00,4137.19,4137.19,4136.08,4136.42,4136.0076,4134.6628
1783419960,2026-07-07 10:26:00,4136.43,4137.56,4136.06,4137.13,4136.2570,4134.8871
1783420020,2026-07-07 10:27:00,4137.21,4138.94,4137.21,4137.39,4136.5088,4135.1146
1783420080,2026-07-07 10:28:00,4137.18,4137.87,4136.99,4137.66,4136.7646,4135.3460
1783420140,2026-07-07 10:29:00,4137.63,4137.8,4136.97,4137.47,4136.9214,4135.5391
1783420200,2026-07-07 10:30:00,4137.45,4137.58,4134.65,4135.54,4136.6144,4135.5392
1783420260,2026-07-07 10:31:00,4135.55,4136.37,4135.16,4136.17,4136.5156,4135.5965
1783420320,2026-07-07 10:32:00,4136.15,4136.66,4135.55,4136.52,4136.5166,4135.6805
1783420380,2026-07-07 10:33:00,4136.55,4137.42,4136.4,4137.23,4136.6751,4135.8214
1783420440,2026-07-07 10:34:00,4137.24,4137.24,4135.45,4135.67,4136.4518,4135.8076
1783420500,2026-07-07 10:35:00,4135.68,4135.97,4135.36,4135.9,4136.3292,4135.8160
1783420560,2026-07-07 10:36:00,4135.91,4135.91,4135.25,4135.74,4136.1982,4135.8091
