timestamp_utc,datetime_utc,open,high,low,close,ema8,ema21
1785146520,2026-07-27 10:02:00,4095.02,4095.62,4094.9,4095.62,4096.3366,4096.1473
1785146580,2026-07-27 10:03:00,4095.69,4096.21,4095.39,4095.79,4096.2151,4096.1148
1785146640,2026-07-27 10:04:00,4095.77,4095.97,4094.93,4095.2,4095.9895,4096.0316
1785146700,2026-07-27 10:05:00,4095.16,4095.42,4093.86,4094.37,4095.6296,4095.8806
1785146760,2026-07-27 10:06:00,4094.42,4094.51,4093.23,4093.45,4095.1453,4095.6596
1785146820,2026-07-27 10:07:00,4093.55,4094.35,4093.41,4094.34,4094.9663,4095.5396
1785146880,2026-07-27 10:08:00,4094.24,4094.34,4093.37,4093.65,4094.6738,4095.3679
1785146940,2026-07-27 10:09:00,4093.51,4094.3,4093.3,4093.86,4094.4930,4095.2308
1785147000,2026-07-27 10:10:00,4093.91,4093.93,4090.84,4091.23,4093.7679,4094.8671
1785147060,2026-07-27 10:11:00,4090.52,4090.67,4086.57,4086.62,4092.1794,4094.1173
1785147120,2026-07-27 10:12:00,4086.64,4089.54,4086.53,4089.54,4091.5929,4093.7012
1785147180,2026-07-27 10:13:00,4089.43,4091.03,4088.73,4090.95,4091.4500,4093.4511
1785147240,2026-07-27 10:14:00,4090.98,4091.5,4090.21,4090.9,4091.3278,4093.2192
1785147300,2026-07-27 10:15:00,4090.92,4091.22,4089.35,4089.51,4090.9238,4092.8820
1785147360,2026-07-27 10:16:00,4089.52,4091.33,4089.25,4091.3,4091.0074,4092.7382
1785147420,2026-07-27 10:17:00,4091.2,4092.36,4090.97,4091.01,4091.0080,4092.5811
1785147480,2026-07-27 10:18:00,4090.89,4091.19,4090.1,4090.93,4090.9907,4092.4310
1785147540,2026-07-27 10:19:00,4090.92,4091.19,4090.41,4091.16,4091.0283,4092.3154
1785147600,2026-07-27 10:20:00,4091.09,4091.84,4090.89,4091.08,4091.0398,4092.2031
1785147660,2026-07-27 10:21:00,4091.18,4093.14,4090.79,4093.06,4091.4887,4092.2810
1785147720,2026-07-27 10:22:00,4093.07,4093.99,4093.06,4093.51,4091.9379,4092.3927
1785147780,2026-07-27 10:23:00,4093.52,4093.59,4092.7,4092.97,4092.1673,4092.4452
1785147840,2026-07-27 10:24:00,4093.02,4093.7,4092.53,4092.53,4092.2479,4092.4529
1785147900,2026-07-27 10:25:00,4092.59,4093.58,4092.49,4093.3,4092.4817,4092.5299
1785147960,2026-07-27 10:26:00,4093.19,4093.87,4092.84,4093.3,4092.6635,4092.5999
1785148020,2026-07-27 10:27:00,4093.34,4093.96,4093.3,4093.3,4092.8050,4092.6636
1785148080,2026-07-27 10:28:00,4092.97,4093.41,4092.76,4093.05,4092.8594,4092.6987
1785148140,2026-07-27 10:29:00,4093.02,4093.41,4093.02,4093.14,4092.9218,4092.7388
1785148200,2026-07-27 10:30:00,4093.19,4094.54,4093.04,4094.39,4093.2480,4092.8889
1785148260,2026-07-27 10:31:00,4094.48,4095.25,4094.22,4095.06,4093.6507,4093.0863
1785148320,2026-07-27 10:32:00,4095.07,4095.71,4094.63,4094.94,4093.9372,4093.2548
1785148380,2026-07-27 10:33:00,4094.93,4095.15,4094.33,4095.15,4094.2067,4093.4271
1785148440,2026-07-27 10:34:00,4095.16,4096.24,4095.14,4096.15,4094.6386,4093.6746
1785148500,2026-07-27 10:35:00,4096.01,4096.09,4095.17,4096.01,4094.9433,4093.8870
1785148560,2026-07-27 10:36:00,4096.13,4096.72,4095.82,4095.83,4095.1404,4094.0636
1785148620,2026-07-27 10:37:00,4095.88,4096.54,4095.44,4096.01,4095.3336,4094.2405
1785148680,2026-07-27 10:38:00,4096.12,4097.57,4095.88,4097.4,4095.7928,4094.5278
1785148740,2026-07-27 10:39:00,4097.6,4099.31,4097.6,4098.17,4096.3211,4094.8589
1785148800,2026-07-27 10:40:00,4098.22,4098.48,4097.58,4098.27,4096.7542,4095.1690
