timestamp_utc,datetime_utc,open,high,low,close
1285891200,2010-10-01 00:00:00,1.36304,1.36567,1.36297,1.36496
1285894800,2010-10-01 01:00:00,1.36495,1.36658,1.36480,1.36533
1285898400,2010-10-01 02:00:00,1.36534,1.36569,1.36490,1.36557
1285902000,2010-10-01 03:00:00,1.36558,1.36615,1.36544,1.36586
1285905600,2010-10-01 04:00:00,1.36586,1.36662,1.36527,1.36659
1285909200,2010-10-01 05:00:00,1.36654,1.36655,1.36290,1.36394
1285912800,2010-10-01 06:00:00,1.36396,1.36537,1.36325,1.36485
1285916400,2010-10-01 07:00:00,1.36483,1.36893,1.36479,1.36770
1285920000,2010-10-01 08:00:00,1.36771,1.37302,1.36758,1.37203
1285923600,2010-10-01 09:00:00,1.37201,1.37631,1.37138,1.37380
1285927200,2010-10-01 10:00:00,1.37381,1.37506,1.37217,1.37224
1285930800,2010-10-01 11:00:00,1.37221,1.37372,1.37208,1.37314
1285934400,2010-10-01 12:00:00,1.37312,1.37561,1.37153,1.37372
1285938000,2010-10-01 13:00:00,1.37372,1.37463,1.37218,1.37446
1285941600,2010-10-01 14:00:00,1.37439,1.37759,1.37146,1.37456
1285945200,2010-10-01 15:00:00,1.37456,1.37668,1.37386,1.37528
1285948800,2010-10-01 16:00:00,1.37528,1.37571,1.37388,1.37410
1285952400,2010-10-01 17:00:00,1.37411,1.37655,1.37411,1.37636
1285956000,2010-10-01 18:00:00,1.37634,1.37786,1.37610,1.37776
1285959600,2010-10-01 19:00:00,1.37775,1.37827,1.37738,1.37792
1285963200,2010-10-01 20:00:00,1.37790,1.37908,1.37768,1.37899
1286139600,2010-10-03 21:00:00,1.37994,1.38049,1.37870,1.37870
1286143200,2010-10-03 22:00:00,1.37874,1.37889,1.37759,1.37766
1286146800,2010-10-03 23:00:00,1.37765,1.37839,1.37719,1.37751
1286150400,2010-10-04 00:00:00,1.37749,1.37750,1.37506,1.37527
1286154000,2010-10-04 01:00:00,1.37525,1.37600,1.37457,1.37544
1286157600,2010-10-04 02:00:00,1.37547,1.37708,1.37538,1.37659
1286161200,2010-10-04 03:00:00,1.37658,1.37681,1.37536,1.37599
1286164800,2010-10-04 04:00:00,1.37599,1.37649,1.37533,1.37604
1286168400,2010-10-04 05:00:00,1.37603,1.37634,1.37488,1.37628
1286172000,2010-10-04 06:00:00,1.37627,1.37844,1.37583,1.37605
1286175600,2010-10-04 07:00:00,1.37602,1.37608,1.37146,1.37343
1286179200,2010-10-04 08:00:00,1.37341,1.37377,1.36717,1.36788
1286182800,2010-10-04 09:00:00,1.36786,1.36909,1.36657,1.36839
1286186400,2010-10-04 10:00:00,1.36841,1.36978,1.36786,1.36887
1286190000,2010-10-04 11:00:00,1.36887,1.37226,1.36887,1.37047
1286193600,2010-10-04 12:00:00,1.37044,1.37167,1.36839,1.36866
1286197200,2010-10-04 13:00:00,1.36862,1.37201,1.36856,1.37044
1286200800,2010-10-04 14:00:00,1.37043,1.37138,1.36787,1.36821
1286204400,2010-10-04 15:00:00,1.36819,1.37006,1.36771,1.36858
1286208000,2010-10-04 16:00:00,1.36856,1.36938,1.36737,1.36906
1286211600,2010-10-04 17:00:00,1.36905,1.36942,1.36845,1.36882
1286215200,2010-10-04 18:00:00,1.36887,1.36928,1.36796,1.36846
1286218800,2010-10-04 19:00:00,1.36852,1.36886,1.36726,1.36872
1286222400,2010-10-04 20:00:00,1.36870,1.36891,1.36833,1.36837
1286226000,2010-10-04 21:00:00,1.36835,1.36842,1.36721,1.36740
1286229600,2010-10-04 22:00:00,1.36742,1.36803,1.36725,1.36760
1286233200,2010-10-04 23:00:00,1.36758,1.36787,1.36439,1.36477
1286236800,2010-10-05 00:00:00,1.36478,1.36725,1.36478,1.36724
1286240400,2010-10-05 01:00:00,1.36726,1.36747,1.36525,1.36602
1286244000,2010-10-05 02:00:00,1.36602,1.36652,1.36438,1.36565
1286247600,2010-10-05 03:00:00,1.36560,1.36635,1.36367,1.36505
1286251200,2010-10-05 04:00:00,1.36506,1.36914,1.36437,1.36852
1286254800,2010-10-05 05:00:00,1.36855,1.37111,1.36542,1.37016
1286258400,2010-10-05 06:00:00,1.37017,1.37208,1.36788,1.37023
1286262000,2010-10-05 07:00:00,1.37021,1.37746,1.36805,1.37671
1286265600,2010-10-05 08:00:00,1.37670,1.37935,1.37636,1.37752
1286269200,2010-10-05 09:00:00,1.37748,1.37877,1.37615,1.37749
1286272800,2010-10-05 10:00:00,1.37751,1.37838,1.37671,1.37671
1286276400,2010-10-05 11:00:00,1.37669,1.37769,1.37628,1.37679
1286280000,2010-10-05 12:00:00,1.37677,1.38111,1.37614,1.37991
1286283600,2010-10-05 13:00:00,1.37996,1.38168,1.37896,1.37944
1286287200,2010-10-05 14:00:00,1.37975,1.38507,1.37771,1.38375
1286290800,2010-10-05 15:00:00,1.38370,1.38462,1.38279,1.38328
1286294400,2010-10-05 16:00:00,1.38323,1.38376,1.38213,1.38287
1286298000,2010-10-05 17:00:00,1.38287,1.38579,1.38267,1.38556
1286301600,2010-10-05 18:00:00,1.38558,1.38581,1.38417,1.38464
1286305200,2010-10-05 19:00:00,1.38463,1.38522,1.38284,1.38350
1286308800,2010-10-05 20:00:00,1.38349,1.38431,1.38257,1.38376
1286312400,2010-10-05 21:00:00,1.38375,1.38391,1.38319,1.38338
1286316000,2010-10-05 22:00:00,1.38337,1.38380,1.38259,1.38338
1286319600,2010-10-05 23:00:00,1.38349,1.38583,1.38279,1.38526
1286323200,2010-10-06 00:00:00,1.38523,1.38524,1.38291,1.38354
1286326800,2010-10-06 01:00:00,1.38357,1.38430,1.38257,1.38297
1286330400,2010-10-06 02:00:00,1.38295,1.38306,1.38221,1.38286
1286334000,2010-10-06 03:00:00,1.38288,1.38480,1.38271,1.38464
1286337600,2010-10-06 04:00:00,1.38462,1.38509,1.38352,1.38399
1286341200,2010-10-06 05:00:00,1.38398,1.38554,1.38363,1.38408
1286344800,2010-10-06 06:00:00,1.38407,1.38618,1.38290,1.38458
1286348400,2010-10-06 07:00:00,1.38456,1.38725,1.38428,1.38529
1286352000,2010-10-06 08:00:00,1.38530,1.38706,1.38489,1.38584
1286355600,2010-10-06 09:00:00,1.38579,1.38726,1.38519,1.38675
1286359200,2010-10-06 10:00:00,1.38674,1.38804,1.38253,1.38333
1286362800,2010-10-06 11:00:00,1.38334,1.38656,1.37981,1.38603
1286366400,2010-10-06 12:00:00,1.38601,1.38777,1.38330,1.38516
1286370000,2010-10-06 13:00:00,1.38519,1.38835,1.38519,1.38753
1286373600,2010-10-06 14:00:00,1.38755,1.38906,1.38648,1.38906
1286377200,2010-10-06 15:00:00,1.38902,1.39278,1.38836,1.39227
1286380800,2010-10-06 16:00:00,1.39226,1.39473,1.39221,1.39235
1286384400,2010-10-06 17:00:00,1.39234,1.39319,1.39119,1.39309
1286388000,2010-10-06 18:00:00,1.39310,1.39385,1.39233,1.39356
1286391600,2010-10-06 19:00:00,1.39359,1.39380,1.39307,1.39349
1286395200,2010-10-06 20:00:00,1.39348,1.39353,1.39266,1.39290
1286398800,2010-10-06 21:00:00,1.39298,1.39389,1.39240,1.39246
1286402400,2010-10-06 22:00:00,1.39244,1.39267,1.39183,1.39215
1286406000,2010-10-06 23:00:00,1.39216,1.39238,1.39124,1.39155
1286409600,2010-10-07 00:00:00,1.39151,1.39311,1.39123,1.39160
1286413200,2010-10-07 01:00:00,1.39169,1.39181,1.39037,1.39107
1286416800,2010-10-07 02:00:00,1.39109,1.39150,1.38976,1.39099
1286420400,2010-10-07 03:00:00,1.39101,1.39225,1.39100,1.39179
1286424000,2010-10-07 04:00:00,1.39177,1.39203,1.39146,1.39168
1286427600,2010-10-07 05:00:00,1.39166,1.39375,1.39142,1.39232
1286431200,2010-10-07 06:00:00,1.39230,1.39858,1.39167,1.39758
1286434800,2010-10-07 07:00:00,1.39758,1.39939,1.39661,1.39827
1286438400,2010-10-07 08:00:00,1.39827,1.39916,1.39605,1.39632
1286442000,2010-10-07 09:00:00,1.39633,1.39763,1.39577,1.39667
1286445600,2010-10-07 10:00:00,1.39664,1.39779,1.39620,1.39699
1286449200,2010-10-07 11:00:00,1.39699,1.39966,1.39679,1.39878
1286452800,2010-10-07 12:00:00,1.39879,1.40283,1.39633,1.40228
1286456400,2010-10-07 13:00:00,1.40237,1.40246,1.39312,1.39398
1286460000,2010-10-07 14:00:00,1.39397,1.39495,1.39163,1.39395
1286463600,2010-10-07 15:00:00,1.39396,1.39406,1.39092,1.39190
1286467200,2010-10-07 16:00:00,1.39195,1.39272,1.38565,1.38846
1286470800,2010-10-07 17:00:00,1.38845,1.39013,1.38719,1.38985
1286474400,2010-10-07 18:00:00,1.38988,1.39290,1.38953,1.39287
1286478000,2010-10-07 19:00:00,1.39284,1.39284,1.39075,1.39107
1286481600,2010-10-07 20:00:00,1.39106,1.39275,1.39099,1.39246
1286485200,2010-10-07 21:00:00,1.39236,1.39283,1.39120,1.39150
1286488800,2010-10-07 22:00:00,1.39151,1.39289,1.39150,1.39246
1286492400,2010-10-07 23:00:00,1.39245,1.39245,1.39128,1.39239
1286496000,2010-10-08 00:00:00,1.39242,1.39299,1.39022,1.39085
1286499600,2010-10-08 01:00:00,1.39086,1.39229,1.39070,1.39167
1286503200,2010-10-08 02:00:00,1.39166,1.39586,1.39135,1.39562
1286506800,2010-10-08 03:00:00,1.39560,1.39614,1.39472,1.39557
1286510400,2010-10-08 04:00:00,1.39556,1.39567,1.39454,1.39494
1286514000,2010-10-08 05:00:00,1.39489,1.39526,1.39313,1.39315
1286517600,2010-10-08 06:00:00,1.39313,1.39461,1.39228,1.39267
1286521200,2010-10-08 07:00:00,1.39263,1.39458,1.39154,1.39189
1286524800,2010-10-08 08:00:00,1.39186,1.39281,1.38906,1.39088
1286528400,2010-10-08 09:00:00,1.39088,1.39230,1.38964,1.39078
1286532000,2010-10-08 10:00:00,1.39080,1.39108,1.38412,1.38815
1286535600,2010-10-08 11:00:00,1.38813,1.39128,1.38759,1.38824
1286539200,2010-10-08 12:00:00,1.38831,1.39833,1.38328,1.38775
1286542800,2010-10-08 13:00:00,1.38777,1.39445,1.38456,1.39291
1286546400,2010-10-08 14:00:00,1.39296,1.39572,1.39135,1.39319
1286550000,2010-10-08 15:00:00,1.39294,1.39401,1.39022,1.39219
1286553600,2010-10-08 16:00:00,1.39219,1.39257,1.39076,1.39125
1286557200,2010-10-08 17:00:00,1.39129,1.39192,1.39017,1.39026
1286560800,2010-10-08 18:00:00,1.39031,1.39168,1.39006,1.39090
1286564400,2010-10-08 19:00:00,1.39088,1.39319,1.39080,1.39273
1286568000,2010-10-08 20:00:00,1.39277,1.39369,1.39240,1.39353
1286744400,2010-10-10 21:00:00,1.39949,1.40102,1.39856,1.40028
1286748000,2010-10-10 22:00:00,1.40027,1.40027,1.39728,1.39748
1286751600,2010-10-10 23:00:00,1.39749,1.40066,1.39749,1.39957
1286755200,2010-10-11 00:00:00,1.39955,1.39984,1.39586,1.39641
1286758800,2010-10-11 01:00:00,1.39643,1.39918,1.39622,1.39882
1286762400,2010-10-11 02:00:00,1.39886,1.39914,1.39709,1.39753
1286766000,2010-10-11 03:00:00,1.39756,1.39816,1.39611,1.39649
1286769600,2010-10-11 04:00:00,1.39651,1.39811,1.39650,1.39730
1286773200,2010-10-11 05:00:00,1.39727,1.39755,1.39625,1.39664
1286776800,2010-10-11 06:00:00,1.39666,1.39858,1.39508,1.39610
1286780400,2010-10-11 07:00:00,1.39616,1.39752,1.39155,1.39206
1286784000,2010-10-11 08:00:00,1.39201,1.39546,1.39180,1.39442
1286787600,2010-10-11 09:00:00,1.39438,1.39525,1.39339,1.39407
1286791200,2010-10-11 10:00:00,1.39406,1.39468,1.39298,1.39299
1286794800,2010-10-11 11:00:00,1.39299,1.39478,1.39253,1.39422
1286798400,2010-10-11 12:00:00,1.39422,1.39447,1.39236,1.39324
1286802000,2010-10-11 13:00:00,1.39328,1.39416,1.39234,1.39343
1286805600,2010-10-11 14:00:00,1.39340,1.39413,1.38896,1.38939
1286809200,2010-10-11 15:00:00,1.38938,1.39042,1.38716,1.38752
1286812800,2010-10-11 16:00:00,1.38754,1.38937,1.38658,1.38871
1286816400,2010-10-11 17:00:00,1.38871,1.39007,1.38794,1.38837
1286820000,2010-10-11 18:00:00,1.38834,1.38940,1.38786,1.38876
1286823600,2010-10-11 19:00:00,1.38874,1.38874,1.38669,1.38720
1286827200,2010-10-11 20:00:00,1.38719,1.38820,1.38696,1.38748
1286830800,2010-10-11 21:00:00,1.38746,1.38827,1.38716,1.38813
1286834400,2010-10-11 22:00:00,1.38816,1.38861,1.38761,1.38788
1286838000,2010-10-11 23:00:00,1.38790,1.38790,1.38560,1.38644
1286841600,2010-10-12 00:00:00,1.38647,1.38699,1.38567,1.38615
1286845200,2010-10-12 01:00:00,1.38622,1.38675,1.38442,1.38636
1286848800,2010-10-12 02:00:00,1.38637,1.38813,1.38573,1.38769
