timestamp_utc,datetime_utc,open,high,low,close,ema8,ema21
1784080920,2026-07-15 02:02:00,4034.74,4037.74,4034.74,4037.51,4037.2897,4039.6503
1784080980,2026-07-15 02:03:00,4037.51,4040.23,4037.36,4039.62,4037.8076,4039.6475
1784081040,2026-07-15 02:04:00,4039.69,4039.84,4038.51,4039.05,4038.0837,4039.5932
1784081100,2026-07-15 02:05:00,4039.12,4040.63,4038.36,4040.18,4038.5495,4039.6466
1784081160,2026-07-15 02:06:00,4040.17,4040.46,4039.22,4039.48,4038.7563,4039.6314
1784081220,2026-07-15 02:07:00,4039.5,4039.96,4038.97,4039.55,4038.9327,4039.6240
1784081280,2026-07-15 02:08:00,4039.56,4040.87,4039.56,4040.78,4039.3432,4039.7291
1784081340,2026-07-15 02:09:00,4040.81,4041.87,4040.65,4040.79,4039.6647,4039.8255
1784081400,2026-07-15 02:10:00,4040.8,4042.14,4039.43,4039.48,4039.6237,4039.7941
1784081460,2026-07-15 02:11:00,4039.52,4040.19,4037.6,4037.66,4039.1873,4039.6001
1784081520,2026-07-15 02:12:00,4037.6,4038.6,4035.76,4035.76,4038.4257,4039.2510
1784081580,2026-07-15 02:13:00,4035.75,4037.59,4035.71,4037.41,4038.2000,4039.0837
1784081640,2026-07-15 02:14:00,4037.51,4037.75,4036.38,4036.74,4037.8755,4038.8706
1784081700,2026-07-15 02:15:00,4036.74,4036.81,4034.8,4034.84,4037.2010,4038.5042
1784081760,2026-07-15 02:16:00,4034.86,4034.92,4032.19,4034.02,4036.4941,4038.0965
1784081820,2026-07-15 02:17:00,4033.99,4033.99,4031.87,4032.68,4035.6465,4037.6041
1784081880,2026-07-15 02:18:00,4032.68,4032.68,4029.64,4030.57,4034.5184,4036.9646
1784081940,2026-07-15 02:19:00,4030.58,4032.03,4030.16,4030.26,4033.5721,4036.3551
1784082000,2026-07-15 02:20:00,4030.27,4031,4029.23,4030.66,4032.9250,4035.8374
1784082060,2026-07-15 02:21:00,4030.62,4031.4,4030.11,4030.88,4032.4705,4035.3867
1784082120,2026-07-15 02:22:00,4030.72,4032.28,4030.63,4031.87,4032.3371,4035.0670
1784082180,2026-07-15 02:23:00,4031.89,4032.08,4030.67,4031.46,4032.1422,4034.7391
1784082240,2026-07-15 02:24:00,4031.41,4032.6,4031.17,4031.75,4032.0550,4034.4674
1784082300,2026-07-15 02:25:00,4031.81,4031.81,4030.85,4031.03,4031.8272,4034.1549
