timestamp_utc,datetime_utc,open,high,low,close,ema8,ema21
1784584920,2026-07-20 22:02:00,4009.82,4009.86,4009.18,4009.2,4008.2014,4008.1778
1784584980,2026-07-20 22:03:00,4009.22,4009.71,4009.1,4009.47,4008.4833,4008.2953
1784585040,2026-07-20 22:04:00,4009.49,4009.64,4008.09,4008.19,4008.4181,4008.2857
1784585100,2026-07-20 22:05:00,4008.19,4008.22,4006.93,4007.31,4008.1719,4008.1970
1784585160,2026-07-20 22:06:00,4007.27,4007.32,4006.45,4006.71,4007.8470,4008.0618
1784585220,2026-07-20 22:07:00,4006.7,4007.57,4006.61,4007.25,4007.7144,4007.9880
1784585280,2026-07-20 22:08:00,4007.26,4007.37,4006.7,4007.15,4007.5889,4007.9118
1784585340,2026-07-20 22:09:00,4007.13,4007.78,4005.9,4006.36,4007.3158,4007.7708
1784585400,2026-07-20 22:10:00,4006.35,4007.71,4006.34,4007.22,4007.2945,4007.7207
1784585460,2026-07-20 22:11:00,4007.48,4007.51,4006.73,4006.73,4007.1691,4007.6306
1784585520,2026-07-20 22:12:00,4006.69,4006.86,4006.17,4006.39,4006.9960,4007.5178
1784585580,2026-07-20 22:13:00,4006.4,4006.86,4006.23,4006.86,4006.9657,4007.4580
1784585640,2026-07-20 22:14:00,4006.78,4007.13,4006.4,4007.07,4006.9889,4007.4228
1784585700,2026-07-20 22:15:00,4007.08,4007.11,4006.14,4006.22,4006.8180,4007.3134
1784585760,2026-07-20 22:16:00,4006.21,4007.06,4006.21,4006.89,4006.8340,4007.2749
1784585820,2026-07-20 22:17:00,4006.86,4007.08,4006.59,4006.64,4006.7909,4007.2172
1784585880,2026-07-20 22:18:00,4006.65,4007.55,4006.63,4007.13,4006.8663,4007.2093
1784585940,2026-07-20 22:19:00,4007.14,4007.22,4006.81,4007.16,4006.9315,4007.2048
1784586000,2026-07-20 22:20:00,4007.17,4007.2,4005.18,4005.42,4006.5956,4007.0425
1784586060,2026-07-20 22:21:00,4005.42,4006.6,4005.11,4005.54,4006.3611,4006.9060
1784586120,2026-07-20 22:22:00,4005.5,4006.18,4005.3,4005.84,4006.2453,4006.8090
1784586180,2026-07-20 22:23:00,4005.82,4007.66,4005.54,4007.14,4006.4441,4006.8391
1784586240,2026-07-20 22:24:00,4007.09,4008.14,4006.64,4008,4006.7899,4006.9447
1784586300,2026-07-20 22:25:00,4008.04,4009.98,4008.04,4009.03,4007.2877,4007.1342
1784586360,2026-07-20 22:26:00,4009,4010.41,4008.35,4009.42,4007.7615,4007.3420
1784586420,2026-07-20 22:27:00,4009.45,4009.5,4007.8,4008.91,4008.0167,4007.4846
1784586480,2026-07-20 22:28:00,4008.91,4010.02,4008.83,4009.51,4008.3486,4007.6687
1784586540,2026-07-20 22:29:00,4009.53,4010.57,4009.22,4009.82,4008.6756,4007.8643
1784586600,2026-07-20 22:30:00,4009.83,4009.83,4008.5,4009.42,4008.8410,4008.0057
1784586660,2026-07-20 22:31:00,4009.41,4009.42,4008.63,4008.67,4008.8030,4008.0661
1784586720,2026-07-20 22:32:00,4008.69,4009.11,4007.96,4008.98,4008.8423,4008.1492
1784586780,2026-07-20 22:33:00,4008.99,4009.07,4008.12,4008.18,4008.6951,4008.1520
1784586840,2026-07-20 22:34:00,4008.18,4008.29,4006.99,4008.25,4008.5962,4008.1609
1784586900,2026-07-20 22:35:00,4008.11,4008.33,4006.63,4007.45,4008.3415,4008.0963
1784586960,2026-07-20 22:36:00,4007.62,4008.06,4005.73,4007.47,4008.1478,4008.0393
1784587020,2026-07-20 22:37:00,4007.48,4008.31,4007.48,4008.17,4008.1528,4008.0512
1784587080,2026-07-20 22:38:00,4008.16,4008.39,4006.41,4006.41,4007.7655,4007.9020
1784587140,2026-07-20 22:39:00,4006.68,4008.65,4006.53,4008.04,4007.8265,4007.9146
1784587200,2026-07-20 22:40:00,4008.03,4008.16,4006.38,4006.66,4007.5673,4007.8005
1784587260,2026-07-20 22:41:00,4006.67,4006.75,4004.31,4004.44,4006.8723,4007.4950
1784587320,2026-07-20 22:42:00,4004.46,4004.79,4003.03,4004.56,4006.3585,4007.2282
1784587380,2026-07-20 22:43:00,4004.55,4004.98,4003.41,4004.81,4006.0144,4007.0084
1784587440,2026-07-20 22:44:00,4004.83,4005.09,4004.13,4004.25,4005.6223,4006.7576
1784587500,2026-07-20 22:45:00,4004.24,4008.22,4003.72,4004.78,4005.4351,4006.5778
1784587560,2026-07-20 22:46:00,4004.81,4005.19,4002.94,4003.21,4004.9406,4006.2716
1784587620,2026-07-20 22:47:00,4003.21,4004.14,4002.69,4002.88,4004.4827,4005.9633
1784587680,2026-07-20 22:48:00,4002.8,4003.35,4002.44,4002.59,4004.0621,4005.6566
1784587740,2026-07-20 22:49:00,4002.57,4003.52,4001.96,4001.96,4003.5950,4005.3206
1784587800,2026-07-20 22:50:00,4001.95,4001.95,4000.47,4001.02,4003.0228,4004.9296
1784587860,2026-07-20 22:51:00,4001.02,4001.62,4000.77,4000.77,4002.5221,4004.5515
1784587920,2026-07-20 22:52:00,4000.8,4002.37,4000.8,4001.97,4002.3994,4004.3168
1784587980,2026-07-20 22:53:00,4001.95,4002.84,4001.73,4002.35,4002.3885,4004.1380
1784588040,2026-07-20 22:54:00,4002.38,4003.1,3999.97,4000.93,4002.0644,4003.8464
1784588100,2026-07-20 22:55:00,4000.99,4001.42,3999.76,4001.05,4001.8389,4003.5921
1784588160,2026-07-20 22:56:00,4001.06,4001.32,4000.3,4000.61,4001.5658,4003.3210
1784588220,2026-07-20 22:57:00,4000.62,4001.01,3999.94,4000.46,4001.3201,4003.0609
1784588280,2026-07-20 22:58:00,4000.67,4002.17,4000.56,4002.17,4001.5090,4002.9800
