timestamp_utc,close,tick_volume
1446418800,1142.03,48
1446418860,1141.70,18
1446418920,1141.51,40
1446418980,1141.52,30
1446419040,1141.59,22
1446419100,1141.48,14
1446419160,1141.44,42
1446419220,1141.27,84
1446419280,1141.23,90
1446419340,1141.22,98
1446419400,1141.23,68
1446419460,1141.13,40
1446419520,1140.90,44
1446419580,1140.98,34
1446419640,1140.93,50
1446419700,1139.84,84
1446419760,1138.77,116
1446419820,1139.46,50
1446419880,1139.31,38
1446419940,1138.97,62
1446420000,1139.09,74
1446420060,1139.28,46
1446420120,1136.29,194
1446420180,1135.65,336
1446420240,1138.07,304
1446420300,1138.83,152
1446420360,1138.72,76
1446420420,1139.12,24
1446420480,1139.32,30
1446420540,1139.72,62
1446420600,1139.79,92
1446420660,1139.72,20
1446420720,1141.32,66
1446420780,1140.29,52
1446420840,1140.43,60
1446420900,1140.28,32
1446420960,1140.32,20
1446421020,1140.61,78
1446421080,1140.33,30
1446421140,1140.52,16
1446421200,1140.53,46
1446421260,1140.33,36
1446421320,1140.31,4
1446421380,1140.51,34
1446421440,1140.65,14
1446421500,1140.30,26
1446421560,1140.39,48
1446421620,1140.53,12
1446421680,1140.32,16
1446421740,1140.35,4
1446421800,1140.62,14
1446421860,1140.51,12
1446421920,1140.40,12
1446421980,1140.42,4
1446422040,1140.31,28
1446422100,1140.30,10
1446422160,1140.29,6
1446422220,1140.28,2
1446422280,1140.28,38
1446422340,1140.69,14
1446422400,1140.61,52
1446422460,1140.72,46
1446422520,1140.65,18
1446422580,1140.70,56
1446422640,1140.66,60
1446422700,1140.51,76
1446422760,1140.50,72
1446422820,1140.30,8
1446422880,1140.29,28
1446422940,1140.38,34
1446423000,1140.50,108
1446423060,1140.29,40
1446423120,1140.38,50
1446423180,1140.64,94
1446423240,1140.58,60
1446423300,1140.64,82
1446423360,1140.81,14
1446423420,1140.62,46
1446423480,1140.50,52
1446423540,1140.32,62
1446423600,1140.69,94
1446423660,1140.79,6
1446423720,1140.81,48
1446423780,1140.76,74
1446423840,1140.88,120
1446423900,1140.82,172
1446423960,1140.83,118
1446424020,1140.80,102
1446424080,1140.72,76
1446424140,1140.77,68
1446424200,1140.78,30
1446424260,1140.96,34
1446424320,1140.86,22
1446424380,1140.75,46
1446424440,1140.68,40
1446424500,1140.72,34
1446424560,1140.45,28
1446424620,1140.63,22
1446424680,1139.77,62
1446424740,1140.38,72
1446424800,1140.45,34
1446424860,1140.39,32
1446424920,1140.45,20
1446424980,1140.38,6
1446425040,1140.39,28
1446425100,1140.33,38
1446425160,1140.11,16
1446425220,1140.04,36
1446425280,1139.91,62
1446425340,1139.80,30
1446425400,1139.78,28
1446425460,1139.93,32
1446425520,1139.90,18
1446425580,1140.40,48
1446425640,1140.21,56
1446425700,1140.41,44
1446425760,1140.27,16
1446425820,1140.33,4
1446425880,1140.36,50
1446425940,1140.35,54
1446426000,1140.12,132
1446426060,1140.00,114
1446426120,1140.08,110
1446426180,1139.77,76
1446426240,1139.61,148
1446426300,1139.94,100
1446426360,1139.23,76
1446426420,1139.21,136
1446426480,1138.60,104
1446426540,1138.28,186
1446426600,1137.56,182
1446426660,1137.77,170
1446426720,1137.72,128
1446426780,1138.02,58
1446426840,1138.62,80
1446426900,1138.90,46
1446426960,1138.67,90
1446427020,1138.95,76
1446427080,1138.98,30
1446427140,1138.71,92
1446427200,1139.25,84
1446427260,1139.21,36
1446427320,1139.18,54
1446427380,1139.30,26
1446427440,1139.79,62
1446427500,1139.49,48
1446427560,1139.67,106
1446427620,1140.05,76
1446427680,1140.14,102
1446427740,1140.19,98
1446427800,1140.29,76
1446427860,1140.07,104
1446427920,1140.28,86
1446427980,1140.28,36
1446428040,1140.24,32
1446428100,1140.16,70
1446428160,1139.77,248
1446428220,1139.61,166
1446428280,1139.47,104
1446428340,1139.57,32
1446428400,1139.56,40
1446428460,1139.46,14
1446428520,1139.46,44
1446428580,1139.03,68
1446428640,1139.02,66
1446428700,1139.24,164
1446428760,1139.39,68
1446428820,1139.40,38
1446428880,1139.36,40
1446428940,1139.30,60
1446429000,1139.24,44
1446429060,1139.10,64
1446429120,1138.94,76
1446429180,1138.77,86
1446429240,1138.67,56
1446429300,1138.85,68
1446429360,1138.88,34
1446429420,1138.82,12
1446429480,1138.79,18
1446429540,1138.72,10
1446429600,1138.97,48
1446429660,1139.17,50
1446429720,1138.97,44
1446429780,1139.03,20
1446429840,1138.96,20
1446429900,1139.05,30
1446429960,1139.16,40
1446430020,1139.03,22
1446430080,1139.26,52
1446430140,1139.61,66
1446430200,1139.80,38
1446430260,1140.05,56
1446430320,1140.03,40
1446430380,1140.20,78
1446430440,1139.99,52
1446430500,1140.10,16
1446430560,1140.17,18
1446430620,1140.24,12
1446430680,1140.24,6
1446430740,1140.36,40
1446430800,1140.30,40
1446430860,1140.37,22
1446430920,1140.27,4
1446431040,1140.41,20
1446431100,1140.42,10
1446431160,1140.35,28
1446431220,1140.37,26
1446431280,1140.76,28
1446431340,1140.85,20
1446431400,1140.86,94
1446431460,1140.68,20
1446431520,1140.85,40
1446431580,1140.95,24
1446431640,1140.86,36
1446431700,1141.17,30
1446431760,1141.35,16
1446431820,1141.23,36
1446431880,1141.33,16
1446431940,1141.34,14
1446432000,1141.18,38
1446432060,1141.20,32
1446432120,1141.33,56
1446432180,1141.44,36
1446432240,1141.47,18
1446432300,1141.39,60
1446432360,1141.36,20
1446432420,1140.96,50
1446432480,1140.68,76
1446432540,1140.86,50
1446432600,1140.70,56
1446432660,1140.68,18
1446432720,1140.61,20
1446432780,1140.70,10
1446432840,1140.68,18
1446432900,1140.65,46
1446432960,1140.75,16
1446433020,1140.72,8
1446433080,1140.78,14
1446433140,1140.73,20
1446433200,1140.70,8
1446433260,1140.60,38
1446433320,1140.76,24
1446433380,1140.67,22
1446433440,1140.52,26
1446433500,1140.43,18
1446433560,1140.44,2
1446433620,1140.76,14
1446433680,1140.77,12
1446433740,1140.79,26
1446433800,1140.88,16
1446433860,1140.94,6
1446433920,1141.05,36
1446433980,1141.11,44
